puzzleid,date_posted,title,author,difficulty,players_solved,mean_sol_len,mode_sol_len,min_sol_len,likes,dislikes,datetime_posted,year,month,day,yearindays,monthindays,day_posted
1570,12/11/2009 1:21:10 PM,Sweep & Stack,kraker,3.5,7,16,16,16,1,1,2009-12-11 13:21:10,1,12,11,365,334,710
1569,12/11/2009 12:35:38 AM,Impertinent Datum (Butterfly),axorion,2.88,42,8,8,8,17,0,2009-12-11 00:35:38,1,12,11,365,334,710
1568,12/10/2009 10:24:21 PM,Simple Crawl,caled,3.11,35,17.6,17,17,19,0,2009-12-10 22:24:21,1,12,10,365,334,709
1567,12/10/2009 1:10:14 PM,battery,samarth,1.38,942,6,6,6,186,44,2009-12-10 13:10:14,1,12,10,365,334,709
1566,12/10/2009 10:03:47 AM,Randomize 2,zymanch,2.87,34,7.5294117647,7,7,9,2,2009-12-10 10:03:47,1,12,10,365,334,709
1565,12/10/2009 6:11:52 AM,Concave Squid,caled,1.62,352,4.5909090909,4,4,73,31,2009-12-10 06:11:52,1,12,10,365,334,709
1564,12/10/2009 2:47:48 AM,Impertinent Datum II,axorion,2.79,31,9,9,9,11,0,2009-12-10 02:47:48,1,12,10,365,334,709
1563,12/9/2009 12:38:13 PM,Counting disharmony,kraker,2.36,106,9.6037735849,9,8,25,0,2009-12-09 12:38:13,1,12,9,365,334,708
1562,12/8/2009 1:53:22 PM,Moat,kraker,2.72,80,9,9,9,24,1,2009-12-08 13:53:22,1,12,8,365,334,707
1561,12/8/2009 7:13:28 AM,Weave II,keba,2.48,100,15.45,16,12,25,1,2009-12-08 07:13:28,1,12,8,365,334,707
1560,12/8/2009 3:42:07 AM,Double Dutch,axorion,1.87,234,5,5,5,66,9,2009-12-08 03:42:07,1,12,8,365,334,707
1559,12/7/2009 8:34:46 PM,Hopscotch,axorion,2.41,60,9,9,9,30,3,2009-12-07 20:34:46,1,12,7,365,334,706
1558,12/7/2009 3:13:01 PM,Slightly different crawls,kraker,3.29,12,12.9166666667,11,11,4,1,2009-12-07 15:13:01,1,12,7,365,334,706
1557,12/6/2009 10:06:10 PM,so hard,isaac,1.06,34,3.7941176471,3,3,4,11,2009-12-06 22:06:10,1,12,6,365,334,705
1556,12/6/2009 7:57:23 PM,Fractions,caled,3.5,9,28.5555555556,30,26,4,2,2009-12-06 19:57:23,1,12,6,365,334,705
1555,12/5/2009 12:30:01 PM,Three Phase,axorion,3.13,36,15,15,15,16,0,2009-12-05 12:30:01,1,12,5,365,334,704
1554,12/5/2009 11:12:32 AM,Happy :),ddakev,1.4,760,4,4,4,165,38,2009-12-05 11:12:32,1,12,5,365,334,704
1553,12/4/2009 2:41:03 PM,Not square,kraker,1.97,209,11,11,11,54,6,2009-12-04 14:41:03,1,12,4,365,334,703
1552,12/2/2009 10:37:28 PM,Another crawler,kraker,3.17,28,8.6071428571,7,7,12,0,2009-12-02 22:37:28,1,12,2,365,334,701
1551,12/2/2009 2:10:50 PM,Hushpuppy,kraker,2.94,40,12.675,15,9,18,0,2009-12-02 14:10:50,1,12,2,365,334,701
1550,12/1/2009 8:37:50 PM,Stack & Crawl,axorion,3.2,24,18.9583333333,19,17,12,0,2009-12-01 20:37:50,1,12,1,365,334,700
1549,12/1/2009 6:17:01 PM,Endless Belt,kraker,4.25,8,15,15,15,1,1,2009-12-01 18:17:01,1,12,1,365,334,700
1548,11/29/2009 11:19:49 AM,Wiggle & Crawl,kraker,2.41,251,6,6,6,52,0,2009-11-29 11:19:49,1,11,29,365,304,698
1547,11/29/2009 7:35:19 AM,choose a color,blackadder,2.37,45,6.6,6,6,12,6,2009-11-29 07:35:19,1,11,29,365,304,698
1546,11/28/2009 4:47:20 PM,Sandbox,axorion,4.44,11,8.1818181818,8,8,3,2,2009-11-28 16:47:20,1,11,28,365,304,697
1545,11/26/2009 2:27:02 PM,Chromatic Convolution IV v1.1,axorion,3.5,8,17.625,16,15,4,0,2009-11-26 14:27:02,1,11,26,365,304,695
1544,11/26/2009 1:04:15 PM,Chromatic Convolution IV,axorion,3,16,18.875,20,15,4,3,2009-11-26 13:04:15,1,11,26,365,304,695
1543,11/26/2009 1:15:31 AM,Chromatic Convolution III,axorion,3.5,9,18,18,18,3,2,2009-11-26 01:15:31,1,11,26,365,304,695
1542,11/25/2009 9:30:52 PM,Interception,kraker,2.52,68,20.6617647059,20,18,24,0,2009-11-25 21:30:52,1,11,25,365,304,694
1541,11/24/2009 4:08:12 AM,Regurgitated Leftovers,keba,4,7,10,10,10,4,1,2009-11-24 04:08:12,1,11,24,365,304,693
1540,11/23/2009 2:54:46 PM,Chromatic Convolution II,axorion,4.4,11,13.2727272727,12,12,10,0,2009-11-23 14:54:46,1,11,23,365,304,692
1539,11/23/2009 12:29:10 PM,arbitrary counting,lcurtne,2.07,271,8,8,8,60,4,2009-11-23 12:29:10,1,11,23,365,304,692
1538,11/23/2009 4:49:41 AM,Chromatic Convolution,axorion,2.87,69,12,12,12,25,1,2009-11-23 04:49:41,1,11,23,365,304,692
1537,11/22/2009 5:19:17 PM,Flic-flac,kraker,2.79,29,10,10,10,13,0,2009-11-22 17:19:17,1,11,22,365,304,691
1536,11/22/2009 3:06:56 PM,Right round,fractalchez,2.73,62,5.3709677419,5,5,21,3,2009-11-22 15:06:56,1,11,22,365,304,691
1535,11/22/2009 1:54:14 PM,Stale Leftovers,axorion,3.8,10,15.5,16,14,5,0,2009-11-22 13:54:14,1,11,22,365,304,691
1534,11/21/2009 11:27:53 PM,Cold Leftovers,axorion,3.83,10,16.7,0,14,7,0,2009-11-21 23:27:53,1,11,21,365,304,690
1533,11/21/2009 6:25:08 PM,test,lcurtne,1.83,609,4.7684729064,5,4,51,22,2009-11-21 18:25:08,1,11,21,365,304,690
1532,11/21/2009 2:26:21 AM,Leftovers,axorion,3.83,12,19.5,22,15,6,0,2009-11-21 02:26:21,1,11,21,365,304,690
1531,11/21/2009 2:10:49 AM,Fill Me II,rako,3.69,32,6,6,6,7,5,2009-11-21 02:10:49,1,11,21,365,304,690
1530,11/21/2009 2:03:13 AM,Fill me,rako,3.92,33,6,6,6,4,7,2009-11-21 02:03:13,1,11,21,365,304,690
1529,11/20/2009 1:10:36 AM,Monochrome II,axorion,2.9,41,14,14,14,22,0,2009-11-20 01:10:36,1,11,20,365,304,689
1528,11/19/2009 6:48:13 PM,Y-goal,orjan,1.98,134,23.2313432836,26,16,27,14,2009-11-19 18:48:13,1,11,19,365,304,688
1527,11/19/2009 4:47:20 PM,Solitary Actuary,axorion,3.07,24,16,16,16,15,0,2009-11-19 16:47:20,1,11,19,365,304,688
1526,11/19/2009 2:30:23 PM,Flip-flop Maze (lite),kraker,3.08,23,22.1739130435,22,15,10,0,2009-11-19 14:30:23,1,11,19,365,304,688
1525,11/19/2009 10:57:06 AM,lol,penguinagent,1.32,44,4.2954545455,3,3,6,14,2009-11-19 10:57:06,1,11,19,365,304,688
1524,11/18/2009 10:43:27 PM,More Recursive Precursions,axorion,3.33,10,23.3,24,22,5,0,2009-11-18 22:43:27,1,11,18,365,304,687
1523,11/18/2009 12:25:53 PM,Fractagon 20,axorion,2.87,33,16.303030303,14,14,14,1,2009-11-18 12:25:53,1,11,18,365,304,687
1522,11/17/2009 9:48:57 PM,Picasso,caled,3.22,30,6,6,6,4,5,2009-11-17 21:48:57,1,11,17,365,304,686
1521,11/17/2009 6:24:39 PM,Lonliest star,fractalchez,2.61,80,7.9375,7,7,27,2,2009-11-17 18:24:39,1,11,17,365,304,686
1520,11/17/2009 4:00:27 PM,Red Rover,axorion,3.75,7,18,18,18,4,0,2009-11-17 16:00:27,1,11,17,365,304,686
1519,11/17/2009 6:17:56 AM,Meandering Margins,axorion,3.1,52,15.5576923077,15,15,24,0,2009-11-17 06:17:56,1,11,17,365,304,686
1518,11/16/2009 1:37:57 PM,Arrows,zymanch,1.32,44,15.9090909091,11,11,9,15,2009-11-16 13:37:57,1,11,16,365,304,685
1517,11/15/2009 1:07:21 PM,Randomize,zymanch,2.05,234,5,5,5,65,10,2009-11-15 13:07:21,1,11,15,365,304,684
1516,11/14/2009 1:53:09 PM,Vertical Addressing (Octal Ops Light),axorion,3.44,19,22.1052631579,0,17,10,0,2009-11-14 13:53:09,1,11,14,365,304,683
1515,11/14/2009 11:16:13 AM,o.O,neotoby,1.88,331,7.8489425982,7,7,51,3,2009-11-14 11:16:13,1,11,14,365,304,683
1514,11/13/2009 11:50:46 PM,Tiling II,keba,2.23,66,20.9090909091,23,13,23,9,2009-11-13 23:50:46,1,11,13,365,304,682
1513,11/13/2009 7:15:12 PM,Octal Operations,axorion,3.25,16,21.3125,0,14,3,2,2009-11-13 19:15:12,1,11,13,365,304,682
1512,11/13/2009 2:10:50 PM,Flip-flop Maze,kraker,3.55,18,19.7777777778,20,18,10,1,2009-11-13 14:10:50,1,11,13,365,304,682
1511,11/13/2009 6:53:16 AM,Combo Breaker,snydej,3.35,49,21.2653061224,22,18,24,0,2009-11-13 06:53:16,1,11,13,365,304,682
1510,11/12/2009 2:06:08 AM,Multiplex,sticky,3.5,18,21,21,15,9,0,2009-11-12 02:06:08,1,11,12,365,304,681
1509,11/11/2009 1:22:08 PM,Coloured Stack (stubborn),kraker,4.5,10,8.2,8,8,2,2,2009-11-11 13:22:08,1,11,11,365,304,680
1508,11/11/2009 12:50:58 PM,Coloured Stack (irritated),kraker,3.05,46,8.1956521739,7,7,14,0,2009-11-11 12:50:58,1,11,11,365,304,680
1507,11/10/2009 4:58:34 PM,Dance me to the end of love,fractalchez,3.33,25,8.08,8,8,7,3,2009-11-10 16:58:34,1,11,10,365,304,679
1506,11/10/2009 4:52:44 PM,Impertinent Datum,axorion,3.6,19,8,8,8,10,0,2009-11-10 16:52:44,1,11,10,365,304,679
1505,11/10/2009 3:03:43 PM,Turning Point 2,riske,4.4,6,13,13,13,3,2,2009-11-10 15:03:43,1,11,10,365,304,679
1504,11/10/2009 12:21:53 PM,Coloured Stack (stirred),kraker,2.44,132,7,7,7,29,2,2009-11-10 12:21:53,1,11,10,365,304,679
1503,11/10/2009 7:23:20 AM,Ant,roboz,2.85,56,8.9107142857,9,8,18,6,2009-11-10 07:23:20,1,11,10,365,304,679
1502,11/9/2009 9:00:16 PM,Coloured Stack,kraker,1.74,272,7.8235294118,7,7,58,20,2009-11-09 21:00:16,1,11,9,365,304,678
1501,11/9/2009 8:25:57 PM,Getting Flashier,kraker,2.47,93,7.0107526882,7,7,27,3,2009-11-09 20:25:57,1,11,9,365,304,678
1500,11/8/2009 9:27:14 PM,Get 1500,termos,2.82,48,14.2083333333,16,11,15,3,2009-11-08 21:27:14,1,11,8,365,304,677
1499,11/8/2009 8:04:41 PM,Expand Around,servatron,1.85,172,12.1162790698,12,9,46,9,2009-11-08 20:04:41,1,11,8,365,304,677
1498,11/8/2009 7:05:22 PM,0,servatron,1.5,736,13.0203804348,9,5,121,89,2009-11-08 19:05:22,1,11,8,365,304,677
1497,11/8/2009 12:47:25 PM,The Sixth Power,axorion,2.96,62,15.1774193548,15,14,27,1,2009-11-08 12:47:25,1,11,8,365,304,677
1496,11/8/2009 9:58:06 AM,Stars over Emeraldcity again,termos,3.56,19,23.1578947368,24,20,8,3,2009-11-08 09:58:06,1,11,8,365,304,677
1495,11/8/2009 9:36:08 AM,Stack & Plain (angry),kraker,5,3,14.6666666667,14,14,0,1,2009-11-08 09:36:08,1,11,8,365,304,677
1494,11/7/2009 11:32:37 PM,The Seventh Power,axorion,3.05,41,15.0731707317,15,14,21,1,2009-11-07 23:32:37,1,11,7,365,304,676
1493,11/7/2009 6:01:10 PM,Shine of Emeraldcity,termos,2.69,79,8.7215189873,7,7,21,1,2009-11-07 18:01:10,1,11,7,365,304,676
1492,11/7/2009 4:13:59 PM,how pretty can u paint,d6a4v7e,1.32,116,8.2413793103,6,5,24,29,2009-11-07 16:13:59,1,11,7,365,304,676
1490,11/7/2009 2:17:23 PM,Catacombs,termos,3.38,25,11.6,12,9,15,1,2009-11-07 14:17:23,1,11,7,365,304,676
1489,11/7/2009 1:08:40 PM,Growth Pattern,servatron,2.21,70,7.4285714286,7,6,25,3,2009-11-07 13:08:40,1,11,7,365,304,676
1488,11/7/2009 12:47:39 PM,Galaxy,termos,3.06,36,22.1388888889,0,19,20,1,2009-11-07 12:47:39,1,11,7,365,304,676
1487,11/7/2009 12:16:06 PM,Red vs Blue Alien,servatron,2.89,32,6.1875,6,6,5,4,2009-11-07 12:16:06,1,11,7,365,304,676
1486,11/7/2009 11:45:58 AM,L-Box,servatron,2.43,59,5,5,5,13,4,2009-11-07 11:45:58,1,11,7,365,304,676
1485,11/7/2009 7:45:55 AM,Dog,termos,1.74,420,7.9238095238,8,7,80,9,2009-11-07 07:45:55,1,11,7,365,304,676
1484,11/7/2009 7:38:15 AM,Stars over Emeraldcity,termos,2.94,32,16.9375,17,11,11,3,2009-11-07 07:38:15,1,11,7,365,304,676
1483,11/6/2009 3:26:48 PM,Fractagon 28,axorion,3.5,26,11.4615384615,10,10,15,1,2009-11-06 15:26:48,1,11,6,365,304,675
1482,11/6/2009 12:58:01 PM,Red eyes,termos,3.14,28,26.75,0,22,10,2,2009-11-06 12:58:01,1,11,6,365,304,675
1481,11/4/2009 5:10:34 PM,Axorion's Gambit,axorion,4.25,6,21,0,20,5,0,2009-11-04 17:10:34,1,11,4,365,304,673
1480,11/4/2009 10:44:33 AM,smile,mike239x,2.45,76,9,9,9,27,3,2009-11-04 10:44:33,1,11,4,365,304,673
1479,11/4/2009 4:06:32 AM,Seven Of Nine,axorion,4,4,16,16,16,1,1,2009-11-04 04:06:32,1,11,4,365,304,673
1478,11/3/2009 9:50:15 PM,How it burns,caled,1.52,64,5,5,5,16,13,2009-11-03 21:50:15,1,11,3,365,304,672
1477,11/2/2009 6:12:49 PM,Rock Around the Clock,serdel,2.02,192,5,5,5,49,19,2009-11-02 18:12:49,1,11,2,365,304,671
1476,11/2/2009 4:44:45 PM,Wheel Of Misfortune,axorion,2.92,27,7.6296296296,8,7,13,0,2009-11-02 16:44:45,1,11,2,365,304,671
1475,11/2/2009 3:14:59 PM,JAP,engraved,3.05,87,7,7,7,37,1,2009-11-02 15:14:59,1,11,2,365,304,671
1474,11/2/2009 2:23:10 PM,Fractagon 36,axorion,3.11,40,6.95,6,6,17,1,2009-11-02 14:23:10,1,11,2,365,304,671
1473,11/2/2009 9:01:25 AM,Crazy hammered,nevzor,3.5,18,15.7777777778,16,15,7,1,2009-11-02 09:01:25,1,11,2,365,304,671
1472,11/2/2009 2:05:21 AM,Alternating Reds (Constrained),sticky,3.25,13,13,13,13,7,0,2009-11-02 02:05:21,1,11,2,365,304,671
1471,11/1/2009 1:11:17 AM,Decremental,axorion,3.23,35,10,10,10,13,0,2009-11-01 01:11:17,1,11,1,365,304,670
1470,10/31/2009 10:03:34 PM,Masochist's Delight,axorion,4,2,17,17,17,1,0,2009-10-31 22:03:34,1,10,31,365,273,669
1469,10/31/2009 7:52:41 PM,Incremental,axorion,3.1,55,10,10,10,24,0,2009-10-31 19:52:41,1,10,31,365,273,669
1468,10/31/2009 7:45:15 PM,Stack & Plain (stubborn),kraker,2.59,116,16.2931034483,16,14,37,1,2009-10-31 19:45:15,1,10,31,365,273,669
1467,10/31/2009 12:52:27 PM,Critical Mass,axorion,3.38,14,17.7142857143,18,16,5,1,2009-10-31 12:52:27,1,10,31,365,273,669
1466,10/30/2009 6:17:45 AM,Turning Point,riske,4.6,6,13,13,13,3,1,2009-10-30 06:17:45,1,10,30,365,273,668
1465,10/30/2009 4:00:01 AM,Ends II,sticky,2.92,59,13.1525423729,13,13,24,0,2009-10-30 04:00:01,1,10,30,365,273,668
1464,10/30/2009 12:39:02 AM,Counting Corners,axorion,2.81,80,9,9,9,31,0,2009-10-30 00:39:02,1,10,30,365,273,668
1463,10/29/2009 7:31:37 PM,Stack & Plain (irritated),kraker,1.83,201,13.4029850746,12,9,38,19,2009-10-29 19:31:37,1,10,29,365,273,667
1462,10/29/2009 3:41:26 PM,Stack & Plain (stirred),kraker,1.9,189,14.1164021164,15,7,41,19,2009-10-29 15:41:26,1,10,29,365,273,667
1461,10/29/2009 12:01:20 AM,Symmetry - Return,sticky,3.7,18,33.6666666667,33,30,11,0,2009-10-29 00:01:20,1,10,29,365,273,667
1460,10/28/2009 4:20:09 PM,Stack & plain,kraker,1.83,201,12.7164179104,12,9,37,18,2009-10-28 16:20:09,1,10,28,365,273,666
1459,10/28/2009 3:57:57 PM,Twist,termos,2.01,192,5,5,5,52,15,2009-10-28 15:57:57,1,10,28,365,273,666
1458,10/28/2009 3:42:15 PM,Forest and river,termos,2.89,55,13.4727272727,15,8,21,0,2009-10-28 15:42:15,1,10,28,365,273,666
1457,10/28/2009 2:23:31 PM,Box,termos,1.72,414,4.9516908213,4,4,90,21,2009-10-28 14:23:31,1,10,28,365,273,666
1456,10/28/2009 1:27:29 PM,Air Plane,servatron,3.44,15,8.6666666667,8,8,8,1,2009-10-28 13:27:29,1,10,28,365,273,666
1455,10/28/2009 1:16:36 PM,Space racing,termos,2.94,28,14.0714285714,15,12,15,2,2009-10-28 13:16:36,1,10,28,365,273,666
1454,10/28/2009 12:09:10 PM,Ruins,termos,2.02,148,6.0067567568,5,5,40,7,2009-10-28 12:09:10,1,10,28,365,273,666
1453,10/28/2009 12:02:57 PM,Web,termos,1.45,802,5.1483790524,5,5,195,50,2009-10-28 12:02:57,1,10,28,365,273,666
1452,10/28/2009 9:17:16 AM,Symmetry - Evens and Odds,sticky,3.75,13,14,14,14,7,0,2009-10-28 09:17:16,1,10,28,365,273,666
1451,10/28/2009 9:08:05 AM,Simple Galaxy,termos,2.37,105,9.0952380952,10,7,29,1,2009-10-28 09:08:05,1,10,28,365,273,666
1450,10/27/2009 9:12:51 PM,Twice Passed Green Twice,axorion,3.62,29,10,10,10,13,2,2009-10-27 21:12:51,1,10,27,365,273,665
1449,10/27/2009 5:01:22 PM,Not a Good Example,servatron,4.67,4,11.5,11,11,1,2,2009-10-27 17:01:22,1,10,27,365,273,665
1448,10/27/2009 4:12:05 PM,R2D2,asdfing,2.03,170,5,5,5,47,12,2009-10-27 16:12:05,1,10,27,365,273,665
1447,10/27/2009 3:42:25 PM,Grid Lock,servatron,1.44,742,3.9811320755,3,3,183,42,2009-10-27 15:42:25,1,10,27,365,273,665
1446,10/27/2009 3:23:34 PM,Stairway to Robozzle,servatron,1.84,194,10.587628866,12,7,43,10,2009-10-27 15:23:34,1,10,27,365,273,665
1445,10/27/2009 3:37:21 AM,1+1=10,gudy,4.67,4,28.25,30,26,3,0,2009-10-27 03:37:21,1,10,27,365,273,665
1444,10/27/2009 3:13:21 AM,Even Turn Fall Through,axorion,3.17,10,13,13,13,5,1,2009-10-27 03:13:21,1,10,27,365,273,665
1443,10/26/2009 6:45:24 PM,Practically Possible,axorion,3.29,13,14.4615384615,14,14,6,0,2009-10-26 18:45:24,1,10,26,365,273,664
1442,10/26/2009 3:48:45 PM,Saluting dancer,kraker,2.47,97,13.3402061856,13,12,32,1,2009-10-26 15:48:45,1,10,26,365,273,664
1441,10/26/2009 1:04:21 PM,Simple instructions VI,mcfig,2.82,80,11,11,11,26,0,2009-10-26 13:04:21,1,10,26,365,273,664
1440,10/25/2009 7:07:38 PM,Monolithic III,axorion,2.51,112,10,10,10,40,2,2009-10-25 19:07:38,1,10,25,365,273,663
1439,10/25/2009 6:15:56 PM,Monolithic IV,axorion,3.44,25,8.96,8,8,7,2,2009-10-25 18:15:56,1,10,25,365,273,663
1438,10/25/2009 10:57:13 AM,Tag reuse (lite),kraker,2.69,80,9.9,10,9,28,1,2009-10-25 10:57:13,1,10,25,365,273,663
1437,10/24/2009 7:02:09 PM,Simple instructions V,mcfig,2.2,74,22.6486486486,0,18,20,7,2009-10-24 19:02:09,1,10,24,365,273,662
1435,10/24/2009 6:48:29 PM,Simple instructions IV,mcfig,2,176,29.2045454545,28,24,33,29,2009-10-24 18:48:29,1,10,24,365,273,662
1434,10/24/2009 12:04:23 PM,Monolithic I,axorion,2.55,90,10,10,10,35,2,2009-10-24 12:04:23,1,10,24,365,273,662
1433,10/24/2009 10:33:09 AM,Simple Instructions III,mcfig,1.57,640,7,7,7,145,17,2009-10-24 10:33:09,1,10,24,365,273,662
1432,10/24/2009 5:40:09 AM,Two stairs,nevzor,1.88,338,12.8727810651,13,10,45,5,2009-10-24 05:40:09,1,10,24,365,273,662
1431,10/24/2009 3:53:17 AM,hook,nevzor,1.88,464,8.2090517241,7,7,64,5,2009-10-24 03:53:17,1,10,24,365,273,662
1430,10/24/2009 3:39:27 AM,Changing angle,nevzor,1.54,1800,6.6927777778,6,6,238,19,2009-10-24 03:39:27,1,10,24,365,273,662
1429,10/24/2009 3:21:57 AM,Monolithic II,axorion,2.73,35,10,10,10,19,3,2009-10-24 03:21:57,1,10,24,365,273,662
1428,10/23/2009 4:01:42 PM,Tag reuse,kraker,3.67,4,17,17,17,3,0,2009-10-23 16:01:42,1,10,23,365,273,661
1427,10/23/2009 8:10:00 AM,Search the Checkerboard,snydej,4.4,6,19.1666666667,0,15,5,0,2009-10-23 08:10:00,1,10,23,365,273,661
1426,10/23/2009 7:19:53 AM,Alternating Color Maze,snydej,2.96,45,7.2222222222,7,7,14,3,2009-10-23 07:19:53,1,10,23,365,273,661
1425,10/22/2009 7:24:11 PM,123,kraker,3.25,14,15.8571428571,14,14,8,0,2009-10-22 19:24:11,1,10,22,365,273,660
1424,10/21/2009 11:07:38 AM,Easy algorithm,pulver,3.08,48,9,9,9,23,4,2009-10-21 11:07:38,1,10,21,365,273,659
1423,10/21/2009 7:57:06 AM,what,eben,1.49,919,5,5,5,224,33,2009-10-21 07:57:06,1,10,21,365,273,659
1422,10/21/2009 2:02:03 AM,Alternating Tree,snydej,3.27,57,18,18,18,29,1,2009-10-21 02:02:03,1,10,21,365,273,659
1421,10/20/2009 11:30:01 PM,some,jowsithm,1.59,560,8,8,8,133,20,2009-10-20 23:30:01,1,10,20,365,273,658
1420,10/20/2009 10:35:46 PM,Maze solver,mcfig,1.64,472,4.9724576271,4,4,107,38,2009-10-20 22:35:46,1,10,20,365,273,658
1419,10/20/2009 8:39:56 PM,Simple instructions II,mcfig,2.44,55,26.2363636364,24,22,22,4,2009-10-20 20:39:56,1,10,20,365,273,658
1418,10/20/2009 8:32:57 PM,Simple instructions,mcfig,2.6,47,27.7872340426,29,24,15,4,2009-10-20 20:32:57,1,10,20,365,273,658
1417,10/19/2009 11:23:54 PM,Two crosses,mcfig,2.23,82,12.0975609756,13,8,23,5,2009-10-19 23:23:54,1,10,19,365,273,657
1416,10/19/2009 2:34:38 PM,Red tile stabilizer,kraker,3,40,12.575,12,12,21,0,2009-10-19 14:34:38,1,10,19,365,273,657
1415,10/16/2009 10:04:16 PM,Checker Board,firebirds,2.54,57,17.4912280702,15,10,13,3,2009-10-16 22:04:16,1,10,16,365,273,654
1414,10/16/2009 3:19:28 PM,Barcode III (parody),kraker,1.06,47,7.6808510638,7,6,5,16,2009-10-16 15:19:28,1,10,16,365,273,654
1413,10/16/2009 3:15:14 PM,Barcode IV,kraker,3.38,15,19.8,22,15,4,0,2009-10-16 15:15:14,1,10,16,365,273,654
1412,10/15/2009 2:54:25 PM,Curvy,kraker,2.22,197,8.5888324873,8,7,43,2,2009-10-15 14:54:25,1,10,15,365,273,653
1411,10/14/2009 4:11:01 PM,Barcode I (Parody),kraker,1.48,964,16.8101659751,5,4,51,34,2009-10-14 16:11:01,1,10,14,365,273,652
1410,10/14/2009 3:56:51 PM,Barcode II,kraker,3.1,18,19.6111111111,0,14,7,1,2009-10-14 15:56:51,1,10,14,365,273,652
1409,10/12/2009 11:54:17 PM,Phipes,phipes,2.9,49,17.5918367347,16,11,21,3,2009-10-12 23:54:17,1,10,12,365,273,650
1408,10/12/2009 10:40:59 AM,Burberry variety II,kraker,2.25,76,15.8026315789,0,13,26,6,2009-10-12 10:40:59,1,10,12,365,273,650
1407,10/12/2009 10:22:44 AM,Burberry variety I,kraker,2.27,84,12.380952381,14,10,33,4,2009-10-12 10:22:44,1,10,12,365,273,650
1406,10/10/2009 11:40:33 PM,There is no I in Team!,rweba,3.07,36,7,7,7,6,3,2009-10-10 23:40:33,1,10,10,365,273,648
1405,10/10/2009 6:11:49 AM,forwards and backwards,penguinagent,1.98,126,8,8,8,32,14,2009-10-10 06:11:49,1,10,10,365,273,648
1404,10/10/2009 3:37:40 AM,easy,penguinagent,1.74,1056,7.9412878788,8,6,118,11,2009-10-10 03:37:40,1,10,10,365,273,648
1403,10/9/2009 5:03:20 PM,Burberry,kraker,2.17,92,16.402173913,18,8,26,6,2009-10-09 17:03:20,1,10,9,365,273,647
1402,10/9/2009 4:43:09 PM,i love to be easy,matan7890,1.49,776,17.006443299,17,8,110,95,2009-10-09 16:43:09,1,10,9,365,273,647
1401,10/9/2009 4:30:18 AM,Ultra Symmetry,sticky,3.43,12,35.4166666667,33,33,9,0,2009-10-09 04:30:18,1,10,9,365,273,647
1400,10/8/2009 7:11:07 PM,thingy,nnoose,1.21,48,5.4791666667,4,4,8,16,2009-10-08 19:11:07,1,10,8,365,273,646
1399,10/8/2009 7:05:48 PM,let,nnoose,1.16,85,4,4,4,14,21,2009-10-08 19:05:48,1,10,8,365,273,646
1398,10/8/2009 1:08:01 PM,Cascade,kraker,2.94,46,13.6956521739,12,12,19,0,2009-10-08 13:08:01,1,10,8,365,273,646
1397,10/8/2009 11:15:48 AM,Color me please,pulver,2.95,45,6,6,6,12,4,2009-10-08 11:15:48,1,10,8,365,273,646
1396,10/8/2009 10:54:11 AM,learning recursion 1,bisho88,1.22,43,2.1627906977,2,2,3,15,2009-10-08 10:54:11,1,10,8,365,273,646
1395,10/8/2009 3:32:26 AM,Multipath,eried,4,5,24.4,25,21,3,0,2009-10-08 03:32:26,1,10,8,365,273,646
1394,10/7/2009 7:25:32 PM,Sonar Training,sticky,3.55,16,33.0625,34,29,9,0,2009-10-07 19:25:32,1,10,7,365,273,645
1393,10/6/2009 1:07:30 PM,go!,danies,1.77,364,7.706043956,4,4,72,23,2009-10-06 13:07:30,1,10,6,365,273,644
1392,10/6/2009 1:05:32 PM,61,danies,1.54,1335,3.4831460674,3,3,91,38,2009-10-06 13:05:32,1,10,6,365,273,644
1391,10/6/2009 11:10:40 AM,UuUuUuUu,danies,1.45,1107,8.0081300813,8,7,223,37,2009-10-06 11:10:40,1,10,6,365,273,644
1390,10/6/2009 3:29:02 AM,Sonar,sticky,3.75,12,43.75,44,39,8,0,2009-10-06 03:29:02,1,10,6,365,273,644
1389,10/6/2009 2:34:15 AM,Super Symmetry,sticky,3.4,19,27.7368421053,23,23,11,0,2009-10-06 02:34:15,1,10,6,365,273,644
1388,10/4/2009 11:52:32 AM,Headlines I (tutorial),kraker,2.93,34,9,9,9,16,3,2009-10-04 11:52:32,1,10,4,365,273,642
1387,10/4/2009 11:48:39 AM,Headlines II (interference),kraker,3,31,6,6,6,10,3,2009-10-04 11:48:39,1,10,4,365,273,642
1386,10/4/2009 11:45:10 AM,Headlines III (ambiguity),kraker,3.4,30,6,6,6,7,3,2009-10-04 11:45:10,1,10,4,365,273,642
1385,10/4/2009 11:34:20 AM,Headlines IV (paradox),kraker,4,18,9,9,9,9,2,2009-10-04 11:34:20,1,10,4,365,273,642
1384,10/4/2009 11:28:55 AM,Headlines V (hint),kraker,3.83,18,9,9,9,6,2,2009-10-04 11:28:55,1,10,4,365,273,642
1383,10/4/2009 11:24:50 AM,cvx,danies,1.29,47,1.7021276596,1,1,7,17,2009-10-04 11:24:50,1,10,4,365,273,642
1382,10/3/2009 12:19:57 AM,Routine Polyfunctionals,axorion,3.13,17,16.4705882353,16,16,7,1,2009-10-03 00:19:57,1,10,3,365,273,641
