puzzleid,functions,function_lengths,paint
2260,4,"['-sublen4', '-sublen8', '-sublen4', '-sublen5']",[0]
2259,3,"['-sublen4', '-sublen3', '-sublen3']",[1]
2258,4,"['-sublen3', '-sublen3', '-sublen4', '-sublen4']",[1]
2257,2,"['-sublen5', '-sublen6']",[0]
2256,2,"['-sublen3', '-sublen3']",[0]
2255,2,"['-sublen10', '-sublen10']",[1]
2254,3,"['-sublen5', '-sublen5', '-sublen4']",[0]
2253,3,"['-sublen8', '-sublen6', '-sublen4']",[0]
2252,3,"['-sublen5', '-sublen10', '-sublen3']",[0]
2251,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
2250,2,"['-sublen2', '-sublen10']",[1]
2249,4,"['-sublen10', '-sublen5', '-sublen5', '-sublen5']",[1]
2248,2,"['-sublen2', '-sublen8']",[1]
2247,2,"['-sublen2', '-sublen10']",[0]
2246,1,['-sublen10'],[0]
2245,3,"['-sublen5', '-sublen8', '-sublen5']",[0]
2244,2,"['-sublen7', '-sublen4']",[0]
2243,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen10', '-sublen5']",[1]
2242,3,"['-sublen5', '-sublen4', '-sublen2']",[1]
2241,2,"['-sublen5', '-sublen5']",[0]
2240,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen5', '-sublen5']",[0]
2239,1,['-sublen1'],[0]
2238,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
2237,1,['-sublen8'],[1]
2236,2,"['-sublen4', '-sublen3']",[0]
2235,4,"['-sublen3', '-sublen10', '-sublen10', '-sublen5']",[0]
2234,4,"['-sublen10', '-sublen2', '-sublen2', '-sublen2']",[0]
2233,5,"['-sublen5', '-sublen3', '-sublen3', '-sublen2', '-sublen2']",[0]
2232,4,"['-sublen8', '-sublen8', '-sublen8', '-sublen8']",[1]
2231,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen4', '-sublen4']",[1]
2230,2,"['-sublen5', '-sublen6']",[0]
2229,5,"['-sublen5', '-sublen5', '-sublen4', '-sublen4', '-sublen3']",[0]
2228,1,['-sublen5'],[1]
2227,4,"['-sublen5', '-sublen10', '-sublen2', '-sublen2']",[0]
2226,4,"['-sublen10', '-sublen4', '-sublen3', '-sublen3']",[0]
2225,5,"['-sublen7', '-sublen3', '-sublen5', '-sublen5', '-sublen5']",[0]
2224,1,['-sublen4'],[0]
2223,2,"['-sublen3', '-sublen3']",[0]
2222,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen2']",[0]
2221,2,"['-sublen4', '-sublen3']",[0]
2220,3,"['-sublen4', '-sublen3', '-sublen3']",[0]
2219,1,['-sublen4'],[0]
2218,1,['-sublen4'],[0]
2217,2,"['-sublen4', '-sublen3']",[0]
2216,3,"['-sublen8', '-sublen5', '-sublen3']",[0]
2215,2,"['-sublen5', '-sublen5']",[0]
2214,2,"['-sublen5', '-sublen5']",[0]
2213,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
2212,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
2211,1,['-sublen10'],[0]
2210,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
2209,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen10']",[0]
2208,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
2207,2,"['-sublen3', '-sublen10']",[0]
2206,3,"['-sublen5', '-sublen9', '-sublen3']",[0]
2205,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen6', '-sublen5']",[0]
2204,2,"['-sublen10', '-sublen10']",[1]
2203,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
2202,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
2201,4,"['-sublen10', '-sublen3', '-sublen3', '-sublen3']",[0]
2200,2,"['-sublen10', '-sublen10']",[1]
2199,3,"['-sublen4', '-sublen5', '-sublen5']",[0]
2198,2,"['-sublen5', '-sublen8']",[0]
2197,2,"['-sublen6', '-sublen6']",[0]
2196,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
2195,3,"['-sublen10', '-sublen10', '-sublen5']",[0]
2194,2,"['-sublen4', '-sublen3']",[0]
2193,3,"['-sublen4', '-sublen1', '-sublen2']",[0]
2192,1,['-sublen10'],[0]
2191,2,"['-sublen10', '-sublen10']",[1]
2190,3,"['-sublen2', '-sublen10', '-sublen10']",[1]
2189,1,['-sublen10'],[1]
2188,2,"['-sublen4', '-sublen5']",[0]
2187,1,['-sublen5'],[1]
2186,1,['-sublen5'],[1]
2185,2,"['-sublen4', '-sublen4']",[0]
2184,1,['-sublen8'],[0]
2183,1,['-sublen5'],[1]
2182,2,"['-sublen2', '-sublen10']",[1]
2181,1,['-sublen4'],[0]
2180,2,"['-sublen4', '-sublen5']",[0]
2179,1,['-sublen6'],[0]
2178,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen10']",[1]
2177,5,"['-sublen6', '-sublen6', '-sublen6', '-sublen6', '-sublen6']",[0]
2176,3,"['-sublen6', '-sublen6', '-sublen6']",[0]
2175,2,"['-sublen10', '-sublen10']",[0]
2174,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
2173,3,"['-sublen8', '-sublen8', '-sublen3']",[1]
2172,1,['-sublen4'],[0]
2171,1,['-sublen7'],[0]
2170,3,"['-sublen3', '-sublen5', '-sublen3']",[0]
2169,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen2']",[1]
2168,1,['-sublen8'],[1]
2167,2,"['-sublen10', '-sublen10']",[1]
2166,4,"['-sublen8', '-sublen10', '-sublen8', '-sublen5']",[0]
2165,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
2164,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen8', '-sublen5']",[1]
2163,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
2162,5,"['-sublen5', '-sublen7', '-sublen4', '-sublen3', '-sublen3']",[0]
2161,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
2160,2,"['-sublen3', '-sublen5']",[0]
2159,5,"['-sublen10', '-sublen6', '-sublen4', '-sublen2', '-sublen2']",[1]
2158,3,"['-sublen2', '-sublen3', '-sublen3']",[0]
2157,5,"['-sublen8', '-sublen8', '-sublen9', '-sublen8', '-sublen8']",[0]
2156,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen8', '-sublen10']",[0]
2155,3,"['-sublen7', '-sublen7', '-sublen7']",[1]
2154,5,"['-sublen5', '-sublen8', '-sublen8', '-sublen3', '-sublen3']",[1]
2153,1,['-sublen10'],[0]
2152,2,"['-sublen2', '-sublen10']",[1]
2151,5,"['-sublen3', '-sublen5', '-sublen4', '-sublen3', '-sublen2']",[0]
2150,5,"['-sublen5', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
2149,4,"['-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
2148,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
2147,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[1]
2146,4,"['-sublen5', '-sublen8', '-sublen8', '-sublen3']",[0]
2145,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen10', '-sublen10']",[0]
2144,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
2143,3,"['-sublen7', '-sublen7', '-sublen7']",[1]
2142,3,"['-sublen10', '-sublen5', '-sublen5']",[1]
2141,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
2140,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen8', '-sublen8']",[1]
2139,2,"['-sublen3', '-sublen8']",[0]
2138,3,"['-sublen5', '-sublen5', '-sublen10']",[0]
2137,3,"['-sublen3', '-sublen9', '-sublen4']",[1]
2136,5,"['-sublen6', '-sublen4', '-sublen6', '-sublen8', '-sublen6']",[1]
2135,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
2134,1,['-sublen5'],[1]
2133,4,"['-sublen3', '-sublen8', '-sublen5', '-sublen5']",[1]
2132,4,"['-sublen5', '-sublen8', '-sublen5', '-sublen3']",[0]
2131,5,"['-sublen8', '-sublen8', '-sublen5', '-sublen2', '-sublen2']",[0]
2130,5,"['-sublen10', '-sublen8', '-sublen8', '-sublen5', '-sublen8']",[1]
2129,5,"['-sublen5', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
2128,3,"['-sublen5', '-sublen10', '-sublen5']",[0]
2127,5,"['-sublen10', '-sublen3', '-sublen8', '-sublen8', '-sublen8']",[1]
2126,5,"['-sublen5', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
2125,4,"['-sublen5', '-sublen8', '-sublen5', '-sublen5']",[1]
2124,5,"['-sublen10', '-sublen6', '-sublen6', '-sublen6', '-sublen6']",[0]
2123,1,['-sublen10'],[0]
2122,1,['-sublen8'],[0]
2121,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
2120,4,"['-sublen8', '-sublen8', '-sublen8', '-sublen8']",[1]
2119,4,"['-sublen5', '-sublen5', '-sublen10', '-sublen10']",[1]
2118,2,"['-sublen7', '-sublen3']",[1]
2117,1,['-sublen4'],[0]
2116,1,['-sublen4'],[0]
2115,2,"['-sublen3', '-sublen2']",[0]
2114,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
2113,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
2112,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
2111,1,['-sublen10'],[0]
2110,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
2109,5,"['-sublen5', '-sublen3', '-sublen10', '-sublen3', '-sublen10']",[1]
2108,5,"['-sublen4', '-sublen5', '-sublen5', '-sublen7', '-sublen3']",[1]
2107,4,"['-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
2106,3,"['-sublen10', '-sublen5', '-sublen5']",[0]
2105,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen5', '-sublen7']",[1]
2104,2,"['-sublen5', '-sublen5']",[0]
2103,3,"['-sublen4', '-sublen3', '-sublen3']",[0]
2102,4,"['-sublen3', '-sublen5', '-sublen5', '-sublen2']",[0]
2101,4,"['-sublen5', '-sublen5', '-sublen3', '-sublen3']",[0]
2100,5,"['-sublen8', '-sublen7', '-sublen3', '-sublen3', '-sublen5']",[1]
2099,3,"['-sublen2', '-sublen3', '-sublen3']",[0]
2098,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[1]
2097,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
2096,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
2095,2,"['-sublen5', '-sublen5']",[0]
2094,2,"['-sublen5', '-sublen5']",[0]
2093,2,"['-sublen3', '-sublen4']",[0]
2092,3,"['-sublen6', '-sublen3', '-sublen3']",[0]
2091,1,['-sublen5'],[0]
2090,2,"['-sublen3', '-sublen5']",[0]
2089,5,"['-sublen3', '-sublen3', '-sublen2', '-sublen2', '-sublen2']",[0]
2088,2,"['-sublen5', '-sublen2']",[0]
2087,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen10', '-sublen10']",[0]
2086,4,"['-sublen10', '-sublen2', '-sublen2', '-sublen2']",[1]
2085,2,"['-sublen10', '-sublen10']",[0]
2084,3,"['-sublen5', '-sublen5', '-sublen10']",[0]
2083,2,"['-sublen10', '-sublen10']",[0]
2082,2,"['-sublen4', '-sublen3']",[0]
2081,2,"['-sublen5', '-sublen10']",[0]
2080,3,"['-sublen8', '-sublen8', '-sublen3']",[0]
2079,5,"['-sublen4', '-sublen6', '-sublen5', '-sublen4', '-sublen2']",[0]
2078,2,"['-sublen2', '-sublen3']",[0]
2077,5,"['-sublen6', '-sublen6', '-sublen6', '-sublen3', '-sublen3']",[0]
2076,1,['-sublen6'],[0]
2075,1,['-sublen5'],[0]
2074,4,"['-sublen3', '-sublen10', '-sublen4', '-sublen2']",[0]
2073,4,"['-sublen2', '-sublen5', '-sublen3', '-sublen2']",[0]
2072,2,"['-sublen5', '-sublen5']",[0]
2071,3,"['-sublen6', '-sublen3', '-sublen3']",[0]
2070,3,"['-sublen10', '-sublen10', '-sublen6']",[1]
2069,2,"['-sublen2', '-sublen6']",[0]
2068,4,"['-sublen2', '-sublen3', '-sublen3', '-sublen2']",[0]
2067,5,"['-sublen8', '-sublen3', '-sublen5', '-sublen5', '-sublen2']",[0]
2066,5,"['-sublen8', '-sublen3', '-sublen5', '-sublen5', '-sublen2']",[0]
2065,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
2064,2,"['-sublen3', '-sublen7']",[0]
2063,5,"['-sublen6', '-sublen3', '-sublen2', '-sublen2', '-sublen2']",[0]
2062,1,['-sublen7'],[0]
2061,5,"['-sublen8', '-sublen7', '-sublen10', '-sublen3', '-sublen4']",[1]
2060,2,"['-sublen5', '-sublen5']",[0]
2059,4,"['-sublen4', '-sublen5', '-sublen10', '-sublen2']",[1]
2058,5,"['-sublen3', '-sublen9', '-sublen2', '-sublen3', '-sublen6']",[1]
2057,1,['-sublen5'],[0]
2056,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
2055,2,"['-sublen8', '-sublen8']",[1]
2054,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
2053,2,"['-sublen4', '-sublen6']",[0]
2052,2,"['-sublen10', '-sublen10']",[1]
2051,3,"['-sublen9', '-sublen2', '-sublen2']",[0]
2050,2,"['-sublen10', '-sublen2']",[1]
2049,2,"['-sublen5', '-sublen5']",[0]
2048,4,"['-sublen2', '-sublen3', '-sublen4', '-sublen4']",[1]
2047,4,"['-sublen2', '-sublen3', '-sublen4', '-sublen4']",[0]
2046,3,"['-sublen10', '-sublen3', '-sublen3']",[1]
2045,3,"['-sublen5', '-sublen5', '-sublen5']",[1]
2044,1,['-sublen10'],[1]
2043,4,"['-sublen3', '-sublen4', '-sublen3', '-sublen5']",[0]
2042,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen3', '-sublen3']",[0]
2041,2,"['-sublen5', '-sublen5']",[0]
2040,2,"['-sublen5', '-sublen3']",[0]
2039,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
2038,3,"['-sublen7', '-sublen5', '-sublen5']",[0]
2037,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
2036,1,['-sublen1'],[0]
2035,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
2034,1,['-sublen9'],[0]
2033,1,['-sublen5'],[1]
2032,1,['-sublen5'],[0]
2031,2,"['-sublen2', '-sublen5']",[1]
2030,2,"['-sublen7', '-sublen2']",[0]
2029,3,"['-sublen3', '-sublen7', '-sublen2']",[0]
2028,4,"['-sublen3', '-sublen5', '-sublen4', '-sublen8']",[0]
2027,3,"['-sublen4', '-sublen3', '-sublen3']",[0]
2026,3,"['-sublen4', '-sublen2', '-sublen2']",[0]
2025,2,"['-sublen7', '-sublen5']",[0]
2024,5,"['-sublen8', '-sublen10', '-sublen8', '-sublen5', '-sublen3']",[1]
2023,2,"['-sublen5', '-sublen2']",[1]
2022,2,"['-sublen4', '-sublen4']",[0]
2021,5,"['-sublen10', '-sublen6', '-sublen5', '-sublen10', '-sublen6']",[1]
2020,1,['-sublen3'],[0]
2019,1,['-sublen4'],[0]
2018,2,"['-sublen2', '-sublen5']",[0]
2017,3,"['-sublen2', '-sublen4', '-sublen5']",[0]
2016,2,"['-sublen4', '-sublen5']",[0]
2015,2,"['-sublen4', '-sublen3']",[0]
2014,5,"['-sublen7', '-sublen7', '-sublen8', '-sublen8', '-sublen7']",[0]
2013,5,"['-sublen10', '-sublen6', '-sublen5', '-sublen10', '-sublen6']",[1]
2012,5,"['-sublen10', '-sublen10', '-sublen4', '-sublen3', '-sublen3']",[0]
2011,5,"['-sublen10', '-sublen8', '-sublen7', '-sublen6', '-sublen5']",[1]
2010,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen2']",[1]
2009,1,['-sublen10'],[1]
2008,4,"['-sublen5', '-sublen5', '-sublen4', '-sublen3']",[0]
2007,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[1]
2006,5,"['-sublen3', '-sublen3', '-sublen5', '-sublen5', '-sublen6']",[0]
2005,1,['-sublen6'],[0]
2004,2,"['-sublen4', '-sublen4']",[0]
2003,1,['-sublen9'],[0]
2002,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen4', '-sublen4']",[0]
2001,5,"['-sublen9', '-sublen6', '-sublen4', '-sublen6', '-sublen4']",[1]
2000,2,"['-sublen3', '-sublen6']",[0]
1999,3,"['-sublen3', '-sublen5', '-sublen3']",[0]
1998,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
1997,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen8', '-sublen5']",[1]
1996,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
1995,3,"['-sublen4', '-sublen5', '-sublen2']",[0]
1994,4,"['-sublen8', '-sublen8', '-sublen3', '-sublen3']",[0]
1993,5,"['-sublen8', '-sublen8', '-sublen3', '-sublen3', '-sublen3']",[0]
1992,1,['-sublen6'],[0]
1991,3,"['-sublen10', '-sublen10', '-sublen8']",[0]
1990,4,"['-sublen8', '-sublen10', '-sublen6', '-sublen6']",[0]
1989,3,"['-sublen5', '-sublen3', '-sublen3']",[0]
1988,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
1987,3,"['-sublen3', '-sublen4', '-sublen2']",[0]
1986,1,['-sublen10'],[1]
1985,3,"['-sublen4', '-sublen4', '-sublen3']",[0]
1984,3,"['-sublen5', '-sublen2', '-sublen3']",[0]
1983,1,['-sublen10'],[0]
1982,2,"['-sublen10', '-sublen10']",[0]
1981,1,['-sublen10'],[0]
1980,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
1979,5,"['-sublen10', '-sublen4', '-sublen4', '-sublen3', '-sublen2']",[0]
1978,5,"['-sublen10', '-sublen5', '-sublen4', '-sublen3', '-sublen2']",[0]
1977,3,"['-sublen10', '-sublen6', '-sublen6']",[1]
1976,5,"['-sublen5', '-sublen3', '-sublen3', '-sublen2', '-sublen2']",[0]
1975,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen10']",[0]
1974,5,"['-sublen6', '-sublen8', '-sublen6', '-sublen2', '-sublen2']",[0]
1973,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen10', '-sublen2']",[1]
1972,2,"['-sublen5', '-sublen7']",[0]
1971,2,"['-sublen3', '-sublen3']",[0]
1970,2,"['-sublen7', '-sublen4']",[0]
1969,2,"['-sublen9', '-sublen5']",[0]
1968,3,"['-sublen8', '-sublen4', '-sublen4']",[0]
1967,2,"['-sublen6', '-sublen8']",[0]
1966,4,"['-sublen5', '-sublen5', '-sublen4', '-sublen5']",[0]
1965,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
1964,1,['-sublen4'],[0]
1963,2,"['-sublen5', '-sublen5']",[0]
1962,3,"['-sublen7', '-sublen7', '-sublen2']",[1]
1961,3,"['-sublen5', '-sublen5', '-sublen2']",[0]
1960,5,"['-sublen3', '-sublen3', '-sublen3', '-sublen3', '-sublen2']",[0]
1959,5,"['-sublen3', '-sublen9', '-sublen10', '-sublen2', '-sublen3']",[0]
1958,2,"['-sublen6', '-sublen10']",[1]
1957,4,"['-sublen7', '-sublen4', '-sublen8', '-sublen2']",[0]
1956,2,"['-sublen2', '-sublen6']",[1]
1955,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen8', '-sublen8']",[1]
1954,1,['-sublen10'],[0]
1953,5,"['-sublen6', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
1951,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
1950,2,"['-sublen5', '-sublen7']",[0]
1949,5,"['-sublen10', '-sublen10', '-sublen8', '-sublen3', '-sublen3']",[1]
1948,3,"['-sublen3', '-sublen4', '-sublen3']",[0]
1947,3,"['-sublen3', '-sublen4', '-sublen3']",[0]
1946,4,"['-sublen9', '-sublen9', '-sublen9', '-sublen4']",[1]
1945,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
1944,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1943,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1942,5,"['-sublen10', '-sublen5', '-sublen10', '-sublen5', '-sublen10']",[1]
1941,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1940,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
1939,4,"['-sublen8', '-sublen5', '-sublen5', '-sublen3']",[0]
1938,4,"['-sublen4', '-sublen4', '-sublen6', '-sublen6']",[1]
1937,4,"['-sublen3', '-sublen8', '-sublen8', '-sublen3']",[1]
1936,1,['-sublen7'],[0]
1935,2,"['-sublen2', '-sublen8']",[0]
1934,1,['-sublen7'],[0]
1933,3,"['-sublen4', '-sublen5', '-sublen5']",[0]
1932,3,"['-sublen10', '-sublen5', '-sublen5']",[1]
1931,2,"['-sublen8', '-sublen8']",[0]
1930,2,"['-sublen8', '-sublen8']",[0]
1929,1,['-sublen8'],[0]
1928,5,"['-sublen10', '-sublen5', '-sublen4', '-sublen3', '-sublen2']",[1]
1927,3,"['-sublen7', '-sublen7', '-sublen7']",[1]
1926,2,"['-sublen10', '-sublen10']",[1]
1925,3,"['-sublen5', '-sublen10', '-sublen10']",[1]
1924,3,"['-sublen5', '-sublen10', '-sublen10']",[1]
1923,3,"['-sublen10', '-sublen5', '-sublen5']",[0]
1922,2,"['-sublen2', '-sublen5']",[1]
1921,2,"['-sublen2', '-sublen6']",[0]
1920,5,"['-sublen6', '-sublen9', '-sublen9', '-sublen3', '-sublen3']",[0]
1919,2,"['-sublen2', '-sublen3']",[0]
1918,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen2']",[0]
1917,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
1916,3,"['-sublen9', '-sublen2', '-sublen2']",[0]
1915,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1914,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[1]
1913,3,"['-sublen5', '-sublen6', '-sublen3']",[0]
1912,1,['-sublen4'],[0]
1911,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
1910,2,"['-sublen10', '-sublen10']",[0]
1909,5,"['-sublen4', '-sublen3', '-sublen3', '-sublen5', '-sublen3']",[0]
1908,2,"['-sublen2', '-sublen10']",[0]
1907,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
1906,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[0]
1905,2,"['-sublen4', '-sublen4']",[0]
1904,3,"['-sublen4', '-sublen5', '-sublen4']",[0]
1903,4,"['-sublen4', '-sublen6', '-sublen4', '-sublen5']",[0]
1902,2,"['-sublen4', '-sublen5']",[0]
1901,3,"['-sublen4', '-sublen5', '-sublen6']",[0]
1900,2,"['-sublen4', '-sublen4']",[0]
1899,1,['-sublen10'],[1]
1898,5,"['-sublen6', '-sublen5', '-sublen3', '-sublen4', '-sublen5']",[0]
1897,4,"['-sublen5', '-sublen5', '-sublen4', '-sublen3']",[0]
1896,3,"['-sublen4', '-sublen5', '-sublen6']",[1]
1895,1,['-sublen5'],[0]
1894,3,"['-sublen6', '-sublen6', '-sublen3']",[1]
1893,3,"['-sublen9', '-sublen6', '-sublen2']",[1]
1892,5,"['-sublen6', '-sublen3', '-sublen5', '-sublen4', '-sublen5']",[0]
1891,2,"['-sublen4', '-sublen3']",[1]
1890,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen3', '-sublen8']",[1]
1889,1,['-sublen5'],[0]
1888,2,"['-sublen4', '-sublen4']",[1]
1887,5,"['-sublen5', '-sublen4', '-sublen6', '-sublen4', '-sublen4']",[0]
1886,3,"['-sublen2', '-sublen4', '-sublen2']",[0]
1885,2,"['-sublen2', '-sublen7']",[0]
1884,2,"['-sublen4', '-sublen2']",[0]
1883,1,['-sublen5'],[0]
1882,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1881,2,"['-sublen6', '-sublen4']",[0]
1880,3,"['-sublen5', '-sublen10', '-sublen4']",[0]
1878,2,"['-sublen2', '-sublen5']",[0]
1877,3,"['-sublen2', '-sublen7', '-sublen5']",[0]
1876,1,['-sublen7'],[0]
1875,4,"['-sublen5', '-sublen3', '-sublen3', '-sublen3']",[0]
1873,1,['-sublen7'],[0]
1872,4,"['-sublen5', '-sublen5', '-sublen2', '-sublen2']",[0]
1871,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
1870,2,"['-sublen5', '-sublen6']",[0]
1869,5,"['-sublen4', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
1868,3,"['-sublen5', '-sublen2', '-sublen5']",[0]
1867,2,"['-sublen10', '-sublen5']",[0]
1866,1,['-sublen8'],[0]
1865,2,"['-sublen10', '-sublen5']",[0]
1864,2,"['-sublen6', '-sublen5']",[0]
1863,2,"['-sublen5', '-sublen4']",[1]
1862,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
1861,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1860,4,"['-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
1859,3,"['-sublen9', '-sublen7', '-sublen7']",[0]
1858,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
1857,2,"['-sublen7', '-sublen3']",[0]
1856,1,['-sublen7'],[1]
1855,2,"['-sublen10', '-sublen10']",[0]
1854,3,"['-sublen7', '-sublen7', '-sublen2']",[0]
1853,1,['-sublen6'],[0]
1852,2,"['-sublen7', '-sublen7']",[0]
1851,2,"['-sublen6', '-sublen3']",[0]
1850,1,['-sublen8'],[0]
1849,1,['-sublen7'],[0]
1848,1,['-sublen6'],[0]
1847,3,"['-sublen8', '-sublen8', '-sublen3']",[1]
1846,2,"['-sublen10', '-sublen8']",[0]
1845,3,"['-sublen5', '-sublen4', '-sublen3']",[0]
1844,2,"['-sublen5', '-sublen3']",[1]
1843,3,"['-sublen6', '-sublen9', '-sublen3']",[0]
1842,4,"['-sublen6', '-sublen6', '-sublen6', '-sublen6']",[0]
1841,4,"['-sublen6', '-sublen6', '-sublen6', '-sublen6']",[0]
1840,4,"['-sublen6', '-sublen6', '-sublen6', '-sublen6']",[0]
1839,2,"['-sublen5', '-sublen10']",[0]
1838,1,['-sublen5'],[0]
1837,1,['-sublen3'],[0]
1836,2,"['-sublen10', '-sublen10']",[0]
1835,1,['-sublen5'],[0]
1834,2,"['-sublen4', '-sublen4']",[1]
1833,1,['-sublen4'],[1]
1832,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
1831,2,"['-sublen5', '-sublen4']",[1]
1830,2,"['-sublen10', '-sublen10']",[0]
1829,5,"['-sublen10', '-sublen8', '-sublen7', '-sublen4', '-sublen4']",[0]
1828,1,['-sublen4'],[0]
1827,2,"['-sublen4', '-sublen2']",[0]
1826,1,['-sublen6'],[0]
1825,1,['-sublen7'],[0]
1824,1,['-sublen10'],[0]
1823,2,"['-sublen5', '-sublen4']",[1]
1822,1,['-sublen3'],[0]
1821,2,"['-sublen10', '-sublen10']",[1]
1820,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
1819,2,"['-sublen3', '-sublen4']",[0]
